occupation	zip	radius	recency	job type	salary	description	job title	company	city	state	location	source	post date	url
software engineer	10001	30	100	fulltime	0	We are looking for the best and the brightest software engineers in test who love understanding deep and complex technical and business problems, and can craft tests to ensure the quality of the solution. Our software engineers in test will have a strong voice in how we build our software. We need individuals with a passion for quality products, a desire to learn about the business, and an unparalleled drive to deliver world-class software across the desktop, web, and mobile contexts. Financial services knowledge is not required, but a strong engineering mindset and razor-sharp problem solving skills are a must.Responsibilities Testing all tiers of applications with a variety of automation testing tools across multiple contexts (desktop, server, web, mobile) Helping to transform the current test environment into heavy automation Training the team in test automation Participating in choosing appropriate testing tools by contributing to proof of concepts Participating in the design and architecture of solutions across the full technology stack with a specific focus on quality and testability Participating in and helping evolve our Agile SDLC process Working closely with our Product team to understand features, and our Software Engineering and DevOps teams to test, deploy and support the platform Operating in a low ego, collaborative environmentRelevant Skills Experience hand coding automated test cases using modern testing tools or languages (testing tools: preferably Selenium, Cucumber and Junit; languages: preferably Java, C# or Ruby) Experienced managing test environments and test data Demonstrated ability to break down business problems into a comprehensive set of repeatable test cases. Can decipher log files to determine why software isn’t behaving correctly, and track down possible reasons to the code level Experienced with Jira or a similar issue tracking tool, a test management tool (i.e. Zephyr or Quality Center), Source code control (cvs, svn or git), *nix command line and scripting, and SQL Agile Methodologies: Scrum, XP, Kanban, TDD/BDDAbout Eliassen Group: Eliassen Group is a premier staffing and consulting company that has been in business since 1989. We have a dozen offices -- from Boston, Massachusetts to the Research Triangle in North Carolina -- and we place highly-skilled people at client locations throughout the U.S.Our goal is to use our experience to help you find a great job – one that matches your experience and interests. If you are an Agile professional searching for a new position, Eliassen Group may be exactly the valuable partner you need. Please submit your resume so that we can learn more about you.	Software Engineer in Test	Eliassen Group	New York	NY	New York, NY	Eliassen Group	Wed, 04 Nov 2015 23:43:00 GMT	http://www.indeed.com/viewjob?jk=81ca3612f3a0d407&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Job Description Keywords: New York City NY Jobs, Quantitative Software Engineer, C++, Java, Perl, Python, UNIX Shell, New York Recruiters, Information Technology Jobs, IT Jobs, New York Recruiting Will relocate the right candidate. Will Sponsor Visa’s. Will only consider candidates from top tier computer science universities and/or individuals with a stellar GPA. Bachelor’s and/or Master’s degree from a top computer science program with a GPA of 3.5 or higher. PhD preferred. Top computer science program preferred (Carnegie Mellon University, Massachusetts Institute of Technology/MIT, Stanford University, University of California-Berkeley, Cornell University, University of Illinois-Urbana-Champaign, Princeton University, University of Washington, University of Texas-Austin, Georgia Institute of Technology, California Institute of Technology, University of Wisconsin-Madison, University of Michigan-Ann Arbor, etc. Ready to hire! Hiring several in this role. Fantastic opportunity with a very successful company with cutting-edge technology and a staff consisting of many of the brightest quantitative talent in the world. Summary: Seeking exceptional technologists with advanced mathematical and statistical abilities to join the team. Equal parts code experts and mathematical thinkers, quantitative software engineers bring together technical and analytical expertise to grapple with difficult computational and data-related problems directly and implement efficient and innovative solutions. Entailing a sophisticated knowledge of algorithms, statistics, and high-performance computing, this effort has attracted ACM programming competition finalists, Top Coder contenders, and other highly technical, competitive problem solvers. Quantitative Software Engineers are responsible for bringing a wealth of ideas to fruition by designing and implementing trading strategies; and building the tools and engines that bring platforms and models to life. Qualifications Qualifications: At a minimum, a bachelor's degree in computer science, applied mathematics, or another technical discipline from a top university. Strong numerical programming skills. Experience with scientific computing, algorithm development, or pattern recognition. A background or interest in building large-scale, real-time, and distributed applications is desired. Experience developing high-performance, multi-threaded applications using several programming languages including Java and C++. Knowledge of scripting languages such as Perl, Python, and UNIX shell. While we analyze the data-rich domain of finance, financial experience is not a requirement. Please check out all of our jobs at http://nextstepsystems.com. Additional Information Please check out all of our jobs at www.nextstepsystems.com.	Quantitative Software Engineer	Next Step Systems	New York	NY	New York, NY	Next Step Systems	Wed, 04 Nov 2015 04:34:31 GMT	http://www.indeed.com/viewjob?jk=ceb62300b59b3574&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Design and implement testing infrastructures by writing code to validate a large scale application deployment, partner with software developers to create / code test tools and implement automation concurrent with product development. In this role, you will need to possess a broad view of the entire product deployment to ensure appropriate / efficient re-use of existing libraries, methods, classes, etc. in adequate automation tools and infrastructures. In addition, you will have following responsibilities: oParticipate in software code / design / requirements review processes to assist with deciding what unit tests to write and ensure testability of new code. oCollaborate with Software Development team to maintain consistency and testability of our software. oWork with developers on all aspects of quality in software, database, migration and maintenance routines. oCollaborate with Software Development team in all aspects of the development lifecycle from early design feedback. oFunctional automation, reliability, stress, performance, integration testing, through to supporting production issues. oCreate, maintain, and execute test plans and test cases. Analyze and report results, track defects, and participate in day-to-day QA support activities. Requirements: oAbility to translate business and regulatory requirements into unit and solution level test cases. oExperience developing tools for and working in a continuous improvement environment. oMinimum of 3 years' experience working in teams employing Agile and/or Lean methodologies with the ability to prioritize across multiple tasks / stories / sprints. oCore development skill set with a propensity for testing with strong debugging skills. oExperience with public (i.e., JUnit, Selenium), and internally developed tools / products. oExperience with QA of complex software deployed to production servers. oAbility to program in Python. oKnowledge of Git for source control management. oKnowledge and experience in the following languages and technologies: Python, HTML, JavaScript, Web Services, JSON, CSS oStrong written and verbal communications skills. oB.S. in Computer Science or equivalent with 5+ years of working experience. Go to http://www.cmp.jobs to see more jobs.	Senior Production Software QA Engineer	Capital Markets	New York	NY	New York, NY	CMP.jobs	Fri, 30 Oct 2015 11:28:36 GMT	http://www.indeed.com/viewjob?jk=449820164db580b9&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Position Responsibilities\Requirements SunGard’s utility provides customers with derivatives clearing operations and technology services for trade clearing, trade lifecycle management, margin processing, brokerage, reconciliation, data management and regulatory reporting. It helps derivatives brokers, including Futures Commission Merchants, to achieve greater efficiency, cut operational risk, and reduce total cost of ownership by leveraging economies of scale in middle- and back-office processing and technology. So why is this one of the most exciting opportunities in the industry? • The utility model is the future of IB operations – major investment banks are looking to shift to the utility model in order to address increasing cost and regulatory pressures • The SunGard derivatives utility is at the forefront of the OTC Clearing and Futures market, with their technology platforms used by every investment bank in this field • High performers who join the utility at the start will have a chance to be in the driver’s seat, as we transform the derivative industry. The career opportunities will be tremendous • You will work much more closely with technology partners and be able to make critical process and system enhancements faster and more efficiently. • You will be part of a revenue center instead of a cost center. It is a completely different way of looking at operations. To learn more about the utility, please visit https://www.sungard.com/resources/capital-markets/videos/pt-barclaysmigratessungard-video. We are seeking someone special… We are looking for a Software Developer who will help with the trade management and data distribution function of ADS unification initiative. This is a major strategic initiative and we are looking for candidates that have significant change experience and specific experience building and implementing complex systems at other major financial institutions. Does this describe you? • Passionate about reading and writing elegant code. • Able to translate complex business needs into user-focused technology solutions. • Always curious and have the intellectual agility to learn quickly and adapt to change. • Enjoy tackling challenges. • Results-oriented, flexible and able to succeed within a fun and collaborative environment. • Take your responsibilities seriously and hold yourself – and your work product – to the highest standards of excellence and quality. • Eager and willing to try new things and embrace the latest technologies. • Excited about pursuing innovation that will benefit your clients, uncover better ways of doing things and push the frontiers of what’s possible. If you have the experience and passion to… • Work with the latest tools and frameworks on SunGard’s ADS platform to develop, maintain, and test robust and scalable applications, some of which may require you to stretch the boundaries of existing technology sets. • Identifying and solving complex business facing problems and driving the execution of the resulting change • Provide Functional, regression, user acceptance testing design and execution • Write robust code that adheres to defined standards and raises the bar with respect to quality. And you have achieved… • 3+ Years of hands on experience with Distributed (Java/J2EE) and messaging technologies. • Solid Understanding of SQL • Strong analytical and problem solving skills. • Minimum of a Bachelor’s degree in Computer Science or other equivalent combination of training and experience. And ideally possess … • A good understanding of with system implementation lifecycle methodologies particularly in the analysis and design phases, including development of business requirements / functional specifications and test case development • The ability to challenge development ideas and technical approaches. • Knowledge of professional software engineering practices &amp; best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing and operations. • Experience in communicating with users, other technical teams and managers to collect requirements, describe software product features, technical designs and product strategy. • You are tenacious; rarely giving up until you have reached a logical and useful solutions • Contribution to Open Source Project on platforms such as GitHub, a big plus! Recruitment at SunGard Financial Systems works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. SunGard does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company . We are an Equal Opportunity Employer and do not discriminate against applicants due to race, ethnicity, gender, veteran status, gender identity, sexual orientation, national origin or on the basis of disability or any other federal, state or local protected class. Employment contingent upon successful completion of background investigation and pre-employment drug screen. As part of the selection process this role may require an assessment to determine suitability. .	Java Software Engineer	SunGard Financial Systems	New York	NY	New York, NY	SunGard	Sun, 11 Oct 2015 03:35:30 GMT	http://www.indeed.com/viewjob?jk=a65c8d5a1285feab&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Are you fascinated by the marriage of data + engineering and all its possibilities? Join this fast-growing tech company that helps bleeding-edge startups and huge companies transform their organizations through the power of data! As a server-side engineer, you’ll help build the best database ecosystem for a constantly evolving cloud-based web app that handles over a billion metrics and tens of billions of backup processes each day. THE TECHNOLOGY Java (core), Linux basics, Go, MongoDB, modern JavaScript APIs and frameworks (jQuery, Backbone) YOUR DAY TO DAY Work in an agile team environment with a fast release cycle Help operations and enterprise teams to support clients Design, implement, and test new infrastructure and UI features Automate everything - continuous backups, point-in-time recovery, performance alerts ABOUT YOU You have a passion for technology and the drive to constantly improve your skills 5+ years of experience building full-stack web applications Expertise in one compiled programming language (preferably Java, C++, or C#), deep core Java knowledge a plus Familiarity with Go, MongoDB, modern JavaScript APIs and frameworks THE TEAM This fast growing tech company headquartered in NYC has grown to 470 employees, with a 100 person tech team in NYC. Join these engineers and work on a small, subteam of 4-7 people. You’ll have flexibility to move around and work with different teams on different projects. CULTURE, BENEFITS, PERKS In addition to working with highly skilled and experienced engineers, they offer excellent compensation, full benefits, and opportunities to learn and be involved with the tech community through open-source projects, meetups, conferences, training programs and more that they host right in their sprawling midtown office. ABOUT US: Clutch Talent is a boutique recruitment firm, specializing in white-glove representation for software engineers. We work with top tech companies and carefully selected startups in NYC to help build their engineering teams, and have a thoughtful, respectful, transparent approach to matching people with jobs they will love. Is this job not the right fit for you? We have plenty of other positions available, so drop us a line and let us know what you’re looking for. We can make the right introductions to accelerate your career! Required experience: Full Stack Development: 3 years 	Java Software Engineer: Automate and architect a cloud-based data system	Clutch Talent	New York	NY	New York, NY	Indeed	Fri, 30 Oct 2015 15:52:48 GMT	http://www.indeed.com/viewjob?jk=f53e6f2ff47077df&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Overview of Job Function: Contribute to the design, development, and the implementation of a server-side software system that interfaces with Telephony equipment. Works with members of the research and development organization and is responsible for leading specific aspects and activities of software development for the Verint System software suite. Possesses solid working knowledge of commonly used concepts, practices, and procedures within software development and can provide subject matter expertise and guidance to team members. Typically reports to a manager or senior manager. Principal Duties and Essential Responsibilities: Responsible for required software design, implementation, unit/integration testing within assigned projects; Contribute to or lead design reviews for their specific project; Contribute to system test case review; Contribute to functional testing; Produce and use metrics to continuously improve the process of building software and the associated artifacts; Engages in limited research activities on new technologies and to improve the product line; Help ensure the quality and completeness of team deliverables; Help analyze and provide fixes to product issues reported by customers in fields; Operates under minimal supervision and is capable of independent action; Serve as subject matter expert in specialized areas of technology and product functions; Minimum Requirements: BS/BA in Computer Science or related fields; 5+ years of professional software development experience in the following areas: Windows web applications (Windows 2008, 7, 8) C#, .Net, IIS, Web Services, SQL Server 3+ years of experience in developing Windows Web based applications using ASP.NET, JavaScript; Strong organizational, time management, project leadership skills. Good written and verbal communication skills; Ability to work in a collaborative team environment. Ability to prioritize personal tasks and communicate tasks across team boundaries; Ability to conduct unit and integration testing. Ability to perform root cause analysis on encountered problems and bring problems to closure; Ability to troubleshoot and debug product issues reported from the field; Solid understanding with Agile and/or other software development methodologies, along with demonstrated experience in all phases of the software development lifecycle; Experience in fault-tolerant, or highly-available, distributed systems; Experience in Object Oriented analysis and design; General understanding and proven real-world design experience with operating system fundamentals (multi-processing, multi-threading, inter-process communication, disk I/O, network I/O, memory allocation, etc.). Proven ability to develop multithreaded server side code; Preferred Requirements: Experience in GUI development with WPF; Experience in report engines such as Crystal Reports or SSRS; Experience and knowledge in multimedia rendering technology; As an equal opportunity employer, Verint Systems Inc. prides itself in providing employees with a work environment in which all individuals are treated with respect and dignity. This means we are committed to providing equal opportunity to all qualified employees and applicants for employment without regard to one’s race, color, religion, national origin, age, gender, disability, alienage or citizenship status, marital status, creed, genetic predisposition or carrier status, sexual orientation, Veteran status or any other classification protected by applicable federal, state or local laws. This policy applies to all terms and conditions of employment including but not limited to hiring, placement, promotion, compensation, training, leave of absence or termination.	Sr. Software Engineer	Verint Systems Inc.	Lyndhurst	NJ	Lyndhurst, NJ	Verint Systems Inc.	Fri, 09 Oct 2015 18:54:50 GMT	http://www.indeed.com/viewjob?jk=a157db537f2ae25c&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Software Guidance &amp; Assistance, Inc., (SGA), is searching for an SR.SOFTWARE ENGINEER LEAD, MEAN STACK for a FULL TIME role with one of our premier Financial clients in New York City, NY. Responsibilities: Technical Leadership: Be able to deliver quality software solutions Ability to provide a logical framework to support conclusions and ideas. Curious and wants to learn Great attitude, team player and team leader Flexible and adaptable to changing priorities and technologies Ability to learn new code on new technologies Take ideas and concepts, and be able to communicated effectively and clearly to internal staff, partners and customers Innovative thinking, problem-solving Required Skills: Node.js Front-End Web Development, HTML, CSS3, web &amp; Mobile apps Java Agile Leadership experience SDLC Preferred Skills: APIs Cloud Big Data Database concepts Right to Hire/Full Time SGA is a Certified Women's Business Enterprise (WBE) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. For consulting positions, we offer a variety of benefit options including but not limited to health &amp; dental insurance, paid vacation, and timely payment via direct deposit. US Citizens and all other parties authorized to work in the US are encouraged to apply. We are unable to sponsor. Please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. SGA is an EEO employer. We encourage Veterans to apply. To view all of our available job postings and/or to learn more about SGA please visit us online at www.sgainc.com.	SR.SOFTWARE ENGINEER LEAD, MEAN STACK	SGA	New York	NY	New York, NY	SGA	Wed, 04 Nov 2015 04:30:52 GMT	http://www.indeed.com/viewjob?jk=f88bdfccdc6cf0f8&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	About Transfix: Transfix is a VC-backed on-demand truckload shipping marketplace. We are disrupting traditional freight brokers by bringing transparency, automation and efficiency to an industry that has traditionally lacked all three. This is a huge industry--$600 Billion in the US alone--that is still dominated by old-school businesses that we have set out to transform with technology. Transfix has been funded by leading VC’s and angel investors, is about to pass $1 million in monthly revenue and is aggressively hiring top talent to help us succeed during our next phase of growth. Come join our team and help us solve some interesting and difficult real-world problems! Responsibilities: Redesign UI's, Implement new UI's, and pick up Rails as necessary Work closely with designers and back-end engineers to implement versatile solutions to tricky web development problems Embrace emerging standards while promoting best practices in order to push the limits of what a browser can do Requirements: 3+ years of JavaScript experience, including concepts like asynchronous programming, closures, types, and ES6 3+ years of HTML/CSS experience, including concepts like layout, specificity, cross browser compatibility, and accessibility 3+ years experience with browser APIs and optimizing front-end performance [Bonus] Experience with Backbone Company benefits: Joining the Transfix team means joining a high-growth startup at a very early stage All employees awarded generous stock options Competitive base salaries Medical, dental and life insurance Paid vacation and holidays Free catered lunch every day, plus snacks, soda, beer and all the water you can drink. 	Senior Front End Software Engineer	Transfix	New York	NY	New York, NY	Transfix	Tue, 20 Oct 2015 21:20:25 GMT	http://www.indeed.com/viewjob?jk=65183ada08e7f0e7&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	The Software Engineer, LAMP will play a fundamental role in supporting Zeta Interactive’s rapid growth and market expansion world-class code, client-facing web properties in the digital media space. You’ll be working closely with our product team to extend our platform, build new features, and solve problems / opportunities. You'll be tackling problems big and small from HTML formatting to application design to database optimization. The ideal candidate will have exceptional verbal and written communication skills, will be self­-motivated, detail­-oriented and highly organized. You will possess a passion for well­-structured, well­-commented code and be a creative thinker. Your ability to multitask and prioritize work in our fast paced environment will be key to your success. Responsibilities: Extension, modification, and maintenance of our web application infrastructure Port existing data center­based infrastructure to AWS Build new / enhance existing tools and integrations critical to the enterprise Technical Qualifications Required: ** 3+ experience devoping with PHP5 within the full LAMP stack 3+ years experience with relational databases and SQL query construction Fundamental knowledge of OO standard design patterns Excellent communication skills (both written and verbal) Minimum 2 years of front­end coding experience with HTML, JavaScript (jQuery), and CSS Demonstrated ability to produce high­-quality documentation Solid experience with RegularExpressions Working familiarity with browser-­specific issues and incompatibilities Bonus Points: Experience with 3rd Party Platform API integrations (e.g: Facebook, Twitter, LinkedIn, etc.) Familiarity with AngularJS Perl, Python, and/or Java development experience Bachelors in Computer Science or related technology degree About Zeta Interactive: Zeta Interactive is a company with a heritage of innovation and a future of leadership. Founded in 2007 by David A. Steinberg and John Sculley, former CEO of Apple Inc and Pepsi-Cola, the Company has built an unparalleled Big Data marketing platform – with 350 million + consumer records at the core – through a series of strategic acquisitions and organic business moves. The company’s set of proprietary assets and capabilities powers ‘end to end’ marketing programs for some of the world’s leading brands. With expertise encompassing all digital marketing channels – Email, Display, Social, Search and Mobile – Zeta orchestrates acquisition and engagement programs that deliver results that are scalable, repeatable and sustainable. Headquartered in New York City, Zeta employs more than 500 professionals across the Globe. The Company operates 'Centers of Excellence' in NYC, Silicon Valley, London, Bristol, Middlesbrough UK and Hyderabad, India and has satellite offices in Boulder, Tampa, Washington DC, Madrid, Amsterdam. Grisaille AdTech Solutions Private Limited is also a wholly owned Operating Subsidiary in Chennai, India. Job Type: Full-time Local candidates only: New York, NY Required experience: Software Engineering: 3 years Required education: Bachelor's 	Software Engineer, LAMP	Zeta Interactive	New York	NY	New York, NY	Indeed	Fri, 09 Oct 2015 14:30:36 GMT	http://www.indeed.com/viewjob?jk=02da635afb8b3987&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	We are the leading source of intelligent information for the world's businesses and professionals, providing customers with competitive advantage. Intelligent information is a unique synthesis of human intelligence, industry expertise and innovative technology that provides decision-makers with the knowledge to act, enabling them to make better decisions faster. We deliver this must-have insight to the financial and risk, legal, tax and accounting, intellectual property and science and media markets, powered by the world's most trusted news organization. What will I do? Planning • Develop and implement efficient and effective testing plans, test conditions and test scripts for projects, all to published company standards • Ensure appropriate testing coverage and requirements traceability through the creation, implementation and enhancement of comprehensive test plans, test cases, test steps and test automation • Define clear expectations for all testing tasks, including inputs, outputs and error conditions • Educate and mentor product managers, developers, peers and future QA team members on the QA process and company standards • Evaluate the need for test automation and performance testing for projects Testing • Drive the testing process from scope to production validation • Perform regression testing for all planned test execution activities • Execute the testing for your project team; may include functional, integration, regression and performance as well as assisting with or coordinating user acceptance • Help team to identify and log defects, capturing steps to reproduce (actual vs. expected) and relevant details of the issue • Proactively identify project risk and work with the team and management to mitigate Reporting and Metrics • Manage defect reporting for metrics and proactively identify areas of improvement • Track the results of testing and report on key metrics • Provide a summary report at the end of each project or release Qualifications  5+ years of experience in IT industry as a Software Tester and QA Analyst.  Expertise in Manual and Automated Quality Assurance testing of Web and Client Server applications.  Experienced in analyzing Business specification documents, developing test plans, defining test cases, writing and automating test scripts.  Experienced in analyzing Functional Requirement Specifications (FRS) and System Design Specifications (SDS).  Experience in using automated testing tools like Quick Test Professional (QTP) on applications developed in Java, JSP, J2EE, ASP, VB, .Net  Expertise in defect tracking and bug reporting tools Quality Center &amp; Jira.  Experience in Agility methodology  Experience in testing on different type of devices  Extensive experience in Functional, Integration, Regression, UAT and Black Box Testing.  Experience in designing and implementing Load and Stress automated tests on web based applications and client server applications written in ASP, .Net, Java, JSP, VB.  Strong knowledge of Software Development Life Cycle (SDLC) &amp; Software Testing Life Cycle (STLC).  Strong Database knowledge for backend testing using Soap UI, SQL Server or MS Access.  Strong planning, analytical and problem solving skills.  Proficient in Scheduling and Managing resources and activities in QA Teams.  Excellent Written/Verbal communication skills. Experience in working in a team and independently to resolve technical issues of a project.  Pragmatic and competent QA with strong communication, presentation and problem solving skills as well as very good Interpersonal, Management and Business Skills coupled with many years of technical expertise. At Thomson Reuters, we believe what we do matters. We are passionate about our work, inspired by the impact it has on our business and our customers. As a team, we believe in winning as one - collaborating to reach shared goals, and developing through challenging and meaningful experiences. With over 60,000 employees in more than 100 countries, we work flexibly across boundaries and realize innovations that help shape industries around the world. Making this happen is a dynamic, evolving process, and we count on each employee to be a catalyst in driving our performance - and their own. As a global business, we rely on diversity of culture and thought to deliver on our goals. To ensure we can do that, we seek talented, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Thomson Reuters is proud to be an Equal Employment Opportunity/Affirmative Action Employer providing a drug-free workplace. Intrigued by a challenge as large and fascinating as the world itself? Come join us. To learn more about what we offer, please visit careers.thomsonreuters.com. More information about Thomson Reuters can be found on thomsonreuters.com. Job: Technology Development Family Group Primary Location: United States of America-New York-New York-USA-New York-3 Times Square Organization: F&amp;R Financial NAWM Schedule: Full-time Education Level: None Job Type: Standard Shift: Day Job	Senior software QA Engineer	Thomson Reuters	New York	NY	New York, NY	Thomson Reuters	Wed, 04 Nov 2015 10:59:37 GMT	http://www.indeed.com/viewjob?jk=517f0489e6da6adc&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
software engineer	10001	30	100	fulltime	0	Software Engineer in Test About the Position: The Salesforce Marketing Cloud engineering team is looking for a Software Engineer with a strong affinity towards testing software. While working on a scrum team, you will focus on utilizing and building automated tools to enhance the quality of the product. You will be expected to work closely with development, quality engineers and product management to help define requirements, triage issues and investigate critical areas of the application. You should like to break things, be exhilarated when you discover that really complicated bug, and be detail-oriented enough that you've actually had people comment on it. Responsibilities: •Work within a scrum team to define acceptance criteria and testing strategies •Write automated test scripts to ensure coverage of GUI and API functionality •Work with the leader of test automation to enhance testing frameworks, and drive the testing initiative across the organization •Coach scrum team members on best test automation practices and approaches, and evangelise the benefits and vision around the organization's change towards increasing automation •Coordinate with team members to analyze test results and debug problems •Communicate effectively with Program Managers, and Development regarding project status and testing progress •Perform both manual and automated tests •Support product deployments Minimum Requirements: •3+ Years in a Software Engineering or Test Automation role working with web applications •Passionate about leveraging test automation to dramatically increase speed and quality of software delivery processes •Proficiency in at least one modern programming language - e.g. Java, Ruby, C#, PHP •Good understanding of Service Oriented Architecture, and working with RESTful APIs •Comprehension of how HTML, CSS, Javascript and Ajax are used throughout web applications •Great attention to detail and ability to identify, isolate and communicate defects •Working knowledge of databases and SQL •Understanding of Agile/Scrum methodology •Familiarity with ATDD/BDD •Comfortable using GIT within a team environment •Ability to motivate people, instill accountability and achieve results •Excellent written and verbal communication skills required •Experience in large-scale software deployments •BA/BS preferred or equivalent work experience with demonstrated proficiency Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. We are the fastest growing of the top 10 enterprise software companies, the World's Most Innovative Company according to Forbes, and one of Fortune's 100 Best Companies to Work For six years running. The growth, innovation, and Aloha spirit of Salesforce are driven by our incredible employees who thrive on delivering success for our customers while also finding time to give back through our 1/1/1 model, which leverages 1% of our time, equity, and product to improve communities around the world. Salesforce is a team sport, and we play to win. Join us! Salesforce will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance.	Software Engineer in Test	Model Metrics	New York	NY	New York, NY	Model Metrics	Tue, 13 Oct 2015 23:13:07 GMT	http://www.indeed.com/viewjob?jk=503325da2817d5d9&qd=Ag27krUCoaLJuWVlpFUHKktjrbXDUsGzyMoJ22wuFmuYgLKVtEhVAIpOvFFnlsacaqP1atIlMmY_bmEfJLkdXRMQli-LAMxEbxPM0buaSa2yYg23fB90Nz-oBxQIYnjPJLdCwlcv60Ip7jH1uO3v5g&indpubnum=1018862029525284&atk=1a3ke554a18i35h7
